Student_ID,Study_Hours,Attendance,Previous_Marks,Assignments,Internal_Marks,Final_Result
38442,5,93,46,52,99,Pass
38443,9,42,57,51,76,Fail
38444,1,93,99,90,36,Fail
38445,1,74,96,93,53,Pass
38446,6,47,63,60,96,Fail
38447,5,48,93,66,92,Fail
38448,4,47,37,38,31,Fail
38449,4,94,34,51,77,Pass
38450,8,45,84,56,66,Fail
38451,6,50,93,54,72,Fail
38452,6,41,98,84,56,Fail
38453,1,72,73,92,40,Fail
38454,5,64,78,96,71,Pass
38455,3,79,45,68,38,Fail
38456,8,65,76,99,65,Pass
38457,4,88,88,47,46,Fail
38458,2,48,77,88,47,Fail
38459,3,51,73,85,76,Fail
38460,4,47,71,78,55,Fail
38461,3,83,60,69,91,Pass
38462,8,85,74,87,75,Pass
38463,3,72,63,93,78,Pass
38464,5,90,42,70,50,Pass
38465,4,94,39,34,86,Pass
38466,6,61,40,57,82,Pass
38467,7,56,98,55,75,Fail
38468,9,86,92,79,31,Fail
38469,9,87,51,49,52,Pass
38470,9,80,77,45,88,Pass
38471,1,86,32,36,36,Fail
38472,3,97,78,76,41,Fail
38473,4,42,52,33,87,Fail
38474,8,79,48,62,56,Pass
38475,5,76,64,85,30,Fail
38476,3,72,52,74,45,Fail
38477,3,82,90,61,49,Fail
38478,6,69,85,94,34,Fail
38479,8,98,74,48,33,Fail
38480,4,95,70,89,37,Fail
38481,4,88,75,51,67,Pass
38482,4,43,70,76,32,Fail
38483,3,52,68,51,31,Fail
38484,8,57,83,54,66,Fail
38485,5,56,79,50,42,Fail
38486,8,60,62,79,38,Fail
38487,8,77,33,45,75,Pass
38488,1,69,61,72,42,Fail
38489,5,41,93,66,60,Fail
38490,9,84,89,72,84,Pass
38491,1,49,68,68,60,Fail
38492,1,46,47,34,87,Fail
38493,5,66,97,88,65,Pass
38494,4,44,54,79,59,Fail
38495,2,51,92,87,88,Fail
38496,3,85,93,65,62,Pass
38497,7,77,59,48,35,Fail
38498,2,58,93,95,85,Fail
38499,4,69,53,45,87,Pass
38500,8,81,68,84,71,Pass
38501,4,46,57,69,91,Fail
38502,3,69,99,85,74,Pass
38503,2,81,72,52,74,Pass
38504,5,98,59,86,58,Pass
38505,3,70,39,57,53,Pass
38506,4,83,89,49,48,Fail
38507,8,43,94,69,39,Fail
38508,7,72,52,67,83,Pass
38509,4,71,55,96,55,Pass
38510,4,48,86,95,78,Fail
38511,6,49,54,82,36,Fail
38512,1,80,49,31,37,Fail
38513,1,62,41,64,96,Pass
38514,4,56,67,84,95,Fail
38515,3,73,35,42,67,Pass
38516,9,98,59,41,95,Pass
38517,6,86,88,53,93,Pass
38518,2,91,50,43,43,Fail
38519,8,71,55,73,51,Pass
38520,4,63,63,71,85,Pass
38521,6,50,39,88,49,Fail
38522,7,62,47,61,58,Pass
38523,6,68,94,65,99,Pass
38524,6,87,82,75,79,Pass
38525,9,63,93,94,49,Fail
38526,3,61,59,73,69,Pass
38527,1,91,34,84,81,Pass
38528,3,64,63,84,33,Fail
38529,1,41,84,95,91,Fail
38530,9,92,61,90,57,Pass
38531,4,94,49,65,62,Pass
38532,2,43,44,88,44,Fail
38533,3,95,37,66,74,Pass
38534,7,44,47,44,38,Fail
38535,8,61,45,79,46,Fail
38536,5,75,63,72,43,Fail
38537,7,74,90,85,86,Pass
38538,3,53,49,63,66,Fail
38539,4,92,61,52,71,Pass
38540,6,73,78,36,87,Pass
38541,1,47,53,48,94,Fail
38542,1,55,48,52,35,Fail
38543,8,85,36,99,54,Pass
38544,2,46,87,60,38,Fail
38545,2,66,58,91,50,Pass
38546,3,64,91,49,52,Pass
38547,6,91,53,33,57,Pass
38548,6,85,51,55,30,Fail
38549,8,81,76,95,43,Fail
38550,5,85,59,67,66,Pass
38551,5,75,50,76,95,Pass
38552,1,95,76,33,37,Fail
38553,2,55,88,99,66,Fail
38554,5,52,62,92,52,Fail
38555,3,69,46,42,96,Pass
38556,3,88,80,74,52,Pass
38557,6,56,75,36,42,Fail
38558,6,49,88,49,85,Fail
38559,3,59,99,52,34,Fail
38560,5,90,66,50,69,Pass
38561,1,49,63,41,31,Fail
38562,1,88,76,31,47,Fail
38563,6,96,91,59,50,Pass
38564,6,51,99,37,41,Fail
38565,3,63,55,41,51,Pass
38566,8,60,64,82,94,Pass
38567,4,46,51,51,47,Fail
38568,2,46,70,89,63,Fail
38569,9,89,31,60,66,Pass
38570,7,64,69,87,70,Pass
38571,2,41,73,94,74,Fail
38572,7,90,65,90,73,Pass
38573,9,89,39,79,72,Pass
38574,1,61,59,81,67,Pass
38575,1,85,81,82,61,Pass
38576,8,94,81,46,35,Fail
38577,3,82,44,82,93,Pass
38578,9,57,95,70,46,Fail
38579,6,69,71,51,39,Fail
38580,6,73,60,87,80,Pass
38581,5,72,58,94,38,Fail
38582,9,77,37,58,91,Pass
38583,6,85,44,76,60,Pass
38584,1,66,63,86,56,Pass
38585,9,53,91,57,54,Fail
38586,3,60,77,47,70,Pass
38587,3,71,54,89,81,Pass
38588,5,57,44,52,76,Fail
38589,4,74,41,52,56,Pass
38590,4,99,86,49,45,Fail
38591,7,64,44,32,30,Fail
38592,9,59,43,98,95,Fail
38593,1,59,83,34,37,Fail
38594,9,49,63,52,92,Fail
38595,2,46,97,68,68,Fail
38596,4,78,68,40,85,Pass
38597,9,92,45,38,69,Pass
38598,9,97,74,68,67,Pass
38599,4,84,53,73,51,Pass
38600,5,58,64,47,93,Fail
38601,7,74,42,91,93,Pass
38602,6,61,35,68,89,Pass
38603,6,43,46,52,36,Fail
38604,5,89,96,37,40,Fail
38605,6,65,53,65,77,Pass
38606,8,57,79,92,67,Fail
38607,7,52,51,84,62,Fail
38608,9,71,67,67,96,Pass
38609,4,52,42,78,83,Fail
38610,1,84,98,68,35,Fail
38611,9,49,90,45,53,Fail
38612,1,95,62,67,64,Pass
38613,4,71,42,80,75,Pass
38614,2,98,39,60,30,Fail
38615,8,92,76,95,88,Pass
38616,4,42,49,43,42,Fail
38617,2,68,58,30,92,Pass
38618,7,96,87,93,40,Fail
38619,9,95,76,83,93,Pass
38620,2,74,76,51,84,Pass
38621,2,51,40,57,47,Fail
38622,3,76,63,73,55,Pass
38623,8,93,33,55,97,Pass
38624,6,75,43,36,55,Pass
38625,3,41,46,64,37,Fail
38626,5,53,77,99,76,Fail
38627,3,65,63,64,38,Fail
38628,8,89,76,47,89,Pass
38629,9,91,87,94,66,Pass
38630,1,57,34,42,99,Fail
38631,9,58,41,40,88,Fail
38632,6,89,79,96,90,Pass
38633,8,76,30,86,75,Pass
38634,9,42,97,71,44,Fail
38635,2,81,75,51,80,Pass
38636,9,62,35,84,39,Fail
38637,4,59,84,33,54,Fail
38638,7,42,54,32,72,Fail
38639,2,45,44,77,99,Fail
38640,1,66,72,63,57,Pass
38641,5,82,30,68,52,Pass
38642,7,65,38,83,46,Fail
38643,2,84,84,68,82,Pass
38644,8,85,60,35,74,Pass
38645,5,90,84,40,50,Pass
38646,4,51,39,58,90,Fail
38647,3,53,32,55,46,Fail
38648,7,82,69,38,69,Pass
38649,6,43,87,98,35,Fail
38650,6,49,34,59,98,Fail
38651,3,50,59,93,87,Fail
38652,3,99,84,84,91,Pass
38653,7,81,81,42,50,Pass
38654,2,94,69,86,70,Pass
38655,1,53,87,62,88,Fail
38656,4,92,96,90,53,Pass
38657,2,50,73,35,51,Fail
38658,8,85,47,78,56,Pass
38659,8,65,38,35,82,Pass
38660,7,59,74,87,60,Fail
38661,2,40,85,88,67,Fail
38662,5,45,72,88,54,Fail
38663,1,46,87,55,53,Fail
38664,7,52,39,97,94,Fail
38665,9,50,44,80,34,Fail
38666,2,93,99,89,84,Pass
38667,9,82,91,90,54,Pass
38668,2,85,38,82,61,Pass
38669,5,82,43,32,85,Pass
38670,6,75,38,98,98,Pass
38671,8,53,78,35,54,Fail
38672,2,78,96,34,38,Fail
38673,9,57,50,59,77,Fail
38674,6,48,80,86,55,Fail
38675,8,80,83,91,36,Fail
38676,2,84,88,41,44,Fail
38677,9,91,53,80,93,Pass
38678,4,61,99,39,55,Pass
38679,3,54,68,81,84,Fail
38680,6,67,38,35,32,Fail
38681,2,57,73,90,33,Fail
38682,1,73,60,75,30,Fail
38683,8,87,68,72,51,Pass
38684,2,95,36,94,78,Pass
38685,8,75,80,90,36,Fail
38686,5,40,74,47,57,Fail
38687,8,85,51,56,82,Pass
38688,9,81,74,98,46,Fail
38689,4,44,83,41,91,Fail
38690,6,72,39,51,39,Fail
38691,7,58,92,72,31,Fail
38692,4,79,63,74,41,Fail
38693,5,83,99,36,46,Fail
38694,7,71,77,69,61,Pass
38695,7,60,43,91,84,Pass
38696,3,90,76,67,36,Fail
38697,1,62,37,72,35,Fail
38698,6,57,63,40,52,Fail
38699,1,61,68,78,70,Pass
38700,5,77,56,71,89,Pass
38701,9,66,49,33,80,Pass
38702,3,73,83,33,76,Pass
38703,3,69,68,94,45,Fail
38704,6,51,96,85,43,Fail
38705,5,74,67,57,59,Pass
38706,8,79,71,94,69,Pass
38707,5,80,67,30,78,Pass
38708,6,81,95,83,41,Fail
38709,2,85,67,57,46,Fail
38710,3,92,76,90,40,Fail
38711,7,65,42,93,79,Pass
38712,2,70,99,38,61,Pass
38713,6,53,47,95,30,Fail
38714,3,56,81,95,85,Fail
38715,7,40,98,91,92,Fail
38716,7,55,79,71,47,Fail
38717,4,57,49,64,47,Fail
38718,8,58,61,34,30,Fail
38719,5,47,39,41,63,Fail
38720,4,86,45,85,61,Pass
38721,7,73,34,96,40,Fail
38722,8,96,47,55,62,Pass
38723,5,86,38,62,69,Pass
38724,1,98,68,36,59,Pass
38725,6,62,45,72,42,Fail
38726,8,95,58,44,31,Fail
38727,2,87,62,85,40,Fail
38728,8,95,75,86,37,Fail
38729,6,61,68,31,51,Pass
38730,7,56,38,59,92,Fail
38731,1,82,95,42,61,Pass
38732,7,66,46,62,41,Fail
38733,4,61,83,62,93,Pass
38734,2,53,37,49,79,Fail
38735,2,63,30,53,79,Pass
38736,2,56,32,58,95,Fail
38737,6,57,49,42,94,Fail
38738,7,44,30,45,46,Fail
38739,6,49,78,69,43,Fail
38740,1,53,67,78,53,Fail
38741,7,77,91,46,88,Pass
38742,5,64,40,44,71,Pass
38743,4,82,68,87,45,Fail
38744,5,83,30,93,63,Pass
38745,1,79,79,42,57,Pass
38746,8,90,43,87,33,Fail
38747,1,80,80,41,71,Pass
38748,1,99,89,95,81,Pass
38749,3,46,61,47,51,Fail
38750,9,56,40,77,73,Fail
38751,1,96,71,51,91,Pass
38752,4,94,58,74,48,Fail
38753,7,41,69,42,55,Fail
38754,6,51,64,97,53,Fail
38755,9,79,75,72,79,Pass
38756,3,41,84,34,78,Fail
38757,6,77,49,33,52,Pass
38758,8,53,53,55,76,Fail
38759,1,74,58,86,33,Fail
38760,8,44,59,44,85,Fail
38761,2,65,89,78,73,Pass
38762,1,84,97,96,71,Pass
38763,1,57,94,89,59,Fail
38764,5,62,99,32,52,Pass
38765,4,41,50,97,54,Fail
38766,7,69,37,89,67,Pass
38767,6,64,53,82,68,Pass
38768,2,48,42,61,30,Fail
38769,6,54,49,41,46,Fail
38770,9,47,62,74,41,Fail
38771,8,87,73,58,40,Fail
38772,8,51,52,47,85,Fail
38773,5,73,43,81,55,Pass
38774,9,86,54,88,32,Fail
38775,9,75,98,75,95,Pass
38776,1,69,97,32,79,Pass
38777,7,76,59,95,74,Pass
38778,6,63,71,94,37,Fail
38779,8,78,59,57,56,Pass
38780,4,40,35,30,71,Fail
38781,3,83,45,31,54,Pass
38782,9,70,82,90,85,Pass
38783,3,61,57,54,52,Pass
38784,3,97,75,97,34,Fail
38785,2,93,34,47,65,Pass
38786,1,87,38,98,41,Fail
38787,1,85,44,81,96,Pass
38788,5,78,82,94,66,Pass
38789,2,73,32,43,65,Pass
38790,9,87,94,32,41,Fail
38791,4,99,36,50,80,Pass
38792,3,46,32,69,60,Fail
38793,9,87,65,87,49,Fail
38794,9,47,79,67,37,Fail
38795,6,57,56,52,98,Fail
38796,3,48,57,53,52,Fail
38797,7,82,87,65,38,Fail
38798,1,65,98,42,99,Pass
38799,9,64,42,49,37,Fail
38800,9,61,37,79,88,Pass
38801,9,84,89,72,35,Fail
38802,7,63,68,39,34,Fail
38803,5,81,91,34,47,Fail
38804,7,57,78,74,83,Fail
38805,9,88,52,84,33,Fail
38806,5,77,47,85,78,Pass
38807,4,77,41,94,47,Fail
38808,5,70,79,33,72,Pass
38809,9,59,69,89,78,Fail
38810,5,97,91,85,46,Fail
38811,7,88,79,80,78,Pass
38812,1,62,31,64,51,Pass
38813,2,85,51,57,34,Fail
38814,7,61,48,59,65,Pass
38815,9,80,46,71,65,Pass
38816,8,62,58,66,64,Pass
38817,4,47,43,88,67,Fail
38818,7,82,96,91,73,Pass
38819,4,96,63,55,37,Fail
38820,6,91,41,72,76,Pass
38821,7,41,85,43,81,Fail
38822,4,56,72,37,35,Fail
38823,1,57,44,63,32,Fail
38824,9,78,60,47,42,Fail
38825,9,71,30,78,75,Pass
38826,4,89,77,75,66,Pass
38827,1,43,35,58,64,Fail
38828,3,86,64,72,84,Pass
38829,5,63,47,30,90,Pass
38830,9,40,60,53,65,Fail
38831,7,74,68,70,30,Fail
38832,9,49,81,58,95,Fail
38833,8,94,34,55,85,Pass
38834,6,43,67,86,53,Fail
38835,2,89,49,69,89,Pass
38836,8,93,42,48,70,Pass
38837,4,96,36,82,56,Pass
38838,1,41,64,86,46,Fail
38839,7,41,78,96,65,Fail
38840,4,79,96,70,38,Fail
38841,8,45,31,77,57,Fail
38842,5,82,70,89,89,Pass
38843,2,83,63,67,56,Pass
38844,2,46,59,94,48,Fail
38845,6,76,89,73,36,Fail
38846,3,53,58,66,48,Fail
38847,5,72,40,32,86,Pass
38848,6,93,91,80,87,Pass
38849,1,61,76,57,65,Pass
38850,8,73,37,83,31,Fail
38851,5,94,70,82,40,Fail
38852,3,59,72,73,91,Fail
38853,8,55,91,99,63,Fail
38854,4,61,63,84,70,Pass
38855,1,67,76,39,72,Pass
38856,4,72,41,97,83,Pass
38857,1,42,46,44,33,Fail
38858,6,77,52,39,90,Pass
38859,8,93,58,64,84,Pass
38860,6,84,39,80,91,Pass
38861,5,65,36,98,68,Pass
38862,7,54,69,47,50,Fail
38863,6,97,95,32,36,Fail
38864,6,40,31,37,44,Fail
38865,7,87,57,33,99,Pass
38866,7,46,66,46,75,Fail
38867,7,54,57,74,73,Fail
38868,4,60,76,59,67,Pass
38869,5,49,41,87,46,Fail
38870,9,53,43,93,57,Fail
38871,3,72,42,79,65,Pass
38872,8,40,66,47,69,Fail
38873,4,80,36,60,37,Fail
38874,3,44,56,55,44,Fail
38875,3,71,79,96,36,Fail
38876,4,79,74,36,67,Pass
38877,5,94,91,55,62,Pass
38878,6,67,68,78,82,Pass
38879,2,66,54,67,78,Pass
38880,5,56,63,68,94,Fail
38881,2,73,84,62,63,Pass
38882,5,54,40,36,82,Fail
38883,2,84,39,41,97,Pass
38884,5,72,33,94,36,Fail
38885,3,66,62,50,94,Pass
38886,1,40,38,31,80,Fail
38887,4,49,78,84,50,Fail
38888,1,55,88,86,97,Fail
38889,5,70,77,39,94,Pass
38890,7,82,38,53,40,Fail
38891,4,82,64,75,90,Pass
38892,7,50,34,74,54,Fail
38893,7,78,44,58,82,Pass
38894,2,57,66,44,65,Fail
38895,4,81,51,59,34,Fail
38896,3,73,89,97,59,Pass
38897,1,67,69,85,43,Fail
38898,6,61,92,46,38,Fail
38899,1,63,52,70,94,Pass
38900,2,45,45,74,47,Fail
38901,9,74,42,76,78,Pass
38902,7,85,94,69,87,Pass
38903,8,68,39,57,64,Pass
38904,5,47,48,96,60,Fail
38905,3,74,49,56,73,Pass
38906,7,99,79,66,95,Pass
38907,4,71,61,30,84,Pass
38908,8,42,83,78,78,Fail
38909,8,94,78,68,98,Pass
38910,8,79,87,67,83,Pass
38911,8,78,72,32,99,Pass
38912,6,72,77,87,96,Pass
38913,6,90,95,54,67,Pass
38914,4,96,36,71,96,Pass
38915,5,49,86,57,78,Fail
38916,3,86,77,89,72,Pass
38917,8,70,90,71,37,Fail
38918,7,97,31,83,93,Pass
38919,9,88,72,62,60,Pass
38920,6,52,56,55,97,Fail
38921,2,98,84,82,43,Fail
38922,1,53,64,46,52,Fail
38923,4,71,67,51,91,Pass
38924,3,96,95,66,61,Pass
38925,7,90,76,69,95,Pass
38926,2,91,92,55,62,Pass
38927,8,49,82,97,98,Fail
38928,4,57,44,97,96,Fail
38929,8,44,88,63,34,Fail
38930,8,61,67,78,91,Pass
38931,7,78,86,90,86,Pass
38932,5,78,96,74,31,Fail
38933,5,60,99,40,60,Pass
38934,3,93,61,35,42,Fail
38935,7,87,98,35,59,Pass
38936,3,66,50,64,42,Fail
38937,1,81,60,54,66,Pass
38938,7,51,32,73,99,Fail
38939,7,84,51,36,63,Pass
38940,1,41,58,84,55,Fail
38941,2,92,62,68,62,Pass
38942,6,56,42,52,75,Fail
38943,3,93,52,95,51,Pass
38944,6,70,62,77,91,Pass
38945,6,76,44,39,73,Pass
38946,9,65,64,93,84,Pass
38947,5,99,41,46,78,Pass
38948,1,96,85,42,94,Pass
38949,2,88,89,61,95,Pass
38950,1,59,46,51,63,Fail
38951,7,43,65,30,37,Fail
38952,3,93,91,65,83,Pass
38953,9,93,42,83,88,Pass
38954,6,79,72,58,92,Pass
38955,5,99,98,95,49,Fail
38956,4,76,38,88,82,Pass
38957,4,67,30,78,57,Pass
38958,9,65,89,61,79,Pass
38959,3,83,93,54,73,Pass
38960,4,46,98,30,95,Fail
38961,6,82,70,82,90,Pass
38962,4,42,87,43,87,Fail
38963,6,52,93,76,48,Fail
38964,5,50,85,56,30,Fail
38965,2,48,68,51,71,Fail
38966,8,55,64,52,45,Fail
38967,5,53,30,88,94,Fail
38968,5,95,36,86,45,Fail
38969,1,77,36,79,41,Fail
38970,5,45,71,38,42,Fail
38971,1,51,45,84,52,Fail
38972,9,40,96,50,97,Fail
38973,3,85,88,73,63,Pass
38974,3,52,80,42,67,Fail
38975,9,96,78,37,48,Fail
38976,5,90,49,60,70,Pass
38977,3,67,95,57,78,Pass
38978,3,48,64,39,33,Fail
38979,1,94,92,64,79,Pass
38980,1,84,39,66,67,Pass
38981,8,55,56,57,76,Fail
38982,1,93,53,64,43,Fail
38983,4,52,33,90,55,Fail
38984,4,56,38,96,85,Fail
38985,4,81,56,43,86,Pass
38986,9,88,91,39,41,Fail
38987,4,65,59,55,88,Pass
38988,1,79,87,35,75,Pass
38989,1,56,49,64,35,Fail
38990,2,84,38,73,55,Pass
38991,9,63,72,90,51,Pass
38992,9,48,59,58,66,Fail
38993,5,98,83,67,43,Fail
38994,7,64,98,78,95,Pass
38995,2,42,48,77,44,Fail
38996,3,83,59,50,72,Pass
38997,6,57,62,46,30,Fail
38998,5,46,84,39,56,Fail
38999,7,45,54,48,94,Fail
39000,8,93,55,45,91,Pass
39001,9,66,45,87,31,Fail
39002,2,50,34,53,75,Fail
39003,1,48,50,36,89,Fail
39004,5,64,42,93,53,Pass
39005,5,77,37,60,55,Pass
39006,8,49,61,60,94,Fail
39007,1,83,53,81,34,Fail
39008,7,65,45,79,34,Fail
39009,5,68,69,44,54,Pass
39010,7,58,44,76,42,Fail
39011,9,90,35,71,32,Fail
39012,3,50,35,35,73,Fail
39013,5,87,93,55,40,Fail
39014,5,47,94,44,55,Fail
39015,4,75,94,82,90,Pass
39016,8,59,49,31,85,Fail
39017,9,57,43,96,98,Fail
39018,7,74,79,51,87,Pass
39019,3,81,53,95,86,Pass
39020,2,77,35,92,62,Pass
39021,7,54,59,90,98,Fail
39022,1,75,62,78,72,Pass
39023,4,86,84,36,44,Fail
39024,6,73,40,50,42,Fail
39025,4,43,88,99,89,Fail
39026,4,50,49,67,57,Fail
39027,7,79,63,87,40,Fail
39028,6,48,92,46,68,Fail
39029,3,45,66,44,40,Fail
39030,9,64,73,40,35,Fail
39031,8,73,87,50,70,Pass
39032,3,43,30,31,74,Fail
39033,8,88,52,76,43,Fail
39034,6,83,66,41,63,Pass
39035,6,79,34,95,39,Fail
39036,9,89,67,48,67,Pass
39037,2,67,84,32,32,Fail
39038,2,81,66,48,78,Pass
39039,5,78,79,93,68,Pass
39040,7,42,46,52,66,Fail
39041,4,41,92,74,30,Fail
39042,5,79,76,54,86,Pass
39043,8,52,69,97,48,Fail
39044,5,96,69,86,74,Pass
39045,8,59,43,57,33,Fail
39046,5,90,58,88,67,Pass
39047,4,79,65,67,80,Pass
39048,3,56,38,35,76,Fail
39049,7,55,62,94,67,Fail
39050,4,93,74,93,99,Pass
39051,1,72,78,64,54,Pass
39052,7,62,81,50,53,Pass
39053,3,80,90,54,89,Pass
39054,9,49,31,71,40,Fail
39055,6,52,86,86,94,Fail
39056,5,54,64,90,33,Fail
39057,3,62,83,85,46,Fail
39058,9,42,91,87,93,Fail
39059,2,56,82,36,87,Fail
39060,3,93,51,55,36,Fail
39061,8,82,32,74,71,Pass
39062,3,98,90,51,50,Pass
39063,9,73,94,90,40,Fail
39064,9,73,61,39,40,Fail
39065,8,64,95,99,91,Pass
39066,3,78,59,96,68,Pass
39067,1,79,86,40,59,Pass
39068,5,98,62,62,34,Fail
39069,3,53,87,36,53,Fail
39070,3,50,54,85,62,Fail
39071,2,55,85,83,72,Fail
39072,8,95,57,49,85,Pass
39073,9,40,83,97,96,Fail
39074,8,56,30,74,92,Fail
39075,8,95,51,40,94,Pass
39076,7,90,43,58,46,Fail
39077,8,52,41,93,35,Fail
39078,9,72,59,53,49,Fail
39079,8,61,40,61,38,Fail
39080,8,88,80,38,32,Fail
39081,3,92,68,31,75,Pass
39082,5,90,63,70,85,Pass
39083,6,89,75,87,30,Fail
39084,6,79,39,90,78,Pass
39085,3,54,95,31,92,Fail
39086,9,45,52,43,52,Fail
39087,1,99,70,99,78,Pass
39088,9,93,72,82,76,Pass
39089,5,95,63,61,35,Fail
39090,7,76,37,31,82,Pass
39091,3,65,31,55,96,Pass
39092,6,93,86,90,90,Pass
39093,3,98,81,74,37,Fail
39094,9,86,72,66,58,Pass
39095,6,70,93,51,92,Pass
39096,2,94,44,76,58,Pass
39097,6,59,95,78,93,Fail
39098,7,79,82,49,69,Pass
39099,8,55,31,50,36,Fail
39100,4,71,77,61,77,Pass
39101,7,91,92,64,59,Pass
39102,3,84,63,88,43,Fail
39103,1,86,78,43,98,Pass
39104,5,45,97,63,71,Fail
39105,7,98,97,62,95,Pass
39106,4,75,50,61,61,Pass
39107,9,63,80,38,36,Fail
39108,1,78,68,91,34,Fail
39109,3,61,87,47,63,Pass
39110,8,66,58,48,31,Fail
39111,4,62,94,46,94,Pass
39112,1,56,96,66,50,Fail
39113,8,92,87,51,68,Pass
39114,9,50,49,47,36,Fail
39115,2,64,92,78,86,Pass
39116,7,84,74,57,48,Fail
39117,1,58,39,76,36,Fail
39118,2,74,57,82,36,Fail
39119,3,60,62,83,77,Pass
39120,4,62,61,69,73,Pass
39121,6,40,78,56,70,Fail
39122,3,69,96,90,32,Fail
39123,5,93,68,31,54,Pass
39124,2,93,71,96,75,Pass
39125,6,81,98,51,74,Pass
39126,5,88,77,83,72,Pass
39127,9,55,74,48,65,Fail
39128,4,71,30,59,85,Pass
39129,8,42,52,87,71,Fail
39130,5,71,35,51,78,Pass
39131,7,81,55,34,72,Pass
39132,2,92,67,31,55,Pass
39133,5,75,87,68,56,Pass
39134,6,79,85,74,58,Pass
39135,8,59,90,97,56,Fail
39136,3,74,52,90,93,Pass
39137,1,71,55,65,36,Fail
39138,9,48,84,95,85,Fail
39139,3,49,82,90,53,Fail
39140,3,85,71,74,86,Pass
39141,4,63,69,81,87,Pass
39142,5,96,49,59,81,Pass
39143,4,69,57,47,85,Pass
39144,8,85,77,70,72,Pass
39145,8,65,53,39,97,Pass
39146,8,94,39,38,72,Pass
39147,2,66,39,69,49,Fail
39148,1,76,59,83,30,Fail
39149,2,55,91,33,34,Fail
39150,8,69,94,84,86,Pass
39151,5,45,86,59,52,Fail
39152,9,44,97,57,79,Fail
39153,2,57,67,79,58,Fail
39154,1,75,96,43,55,Pass
39155,8,92,51,69,84,Pass
39156,7,41,33,63,64,Fail
39157,5,69,38,87,87,Pass
39158,2,47,32,67,51,Fail
39159,4,50,68,40,81,Fail
39160,3,69,56,40,45,Fail
39161,2,46,31,47,38,Fail
39162,3,56,75,98,77,Fail
39163,8,67,79,95,66,Pass
39164,8,85,62,54,58,Pass
39165,9,85,89,48,83,Pass
39166,5,98,34,72,53,Pass
39167,3,94,83,94,55,Pass
39168,3,65,82,74,73,Pass
39169,8,68,83,63,81,Pass
39170,8,77,53,51,81,Pass
39171,7,68,58,44,92,Pass
39172,3,95,76,57,56,Pass
39173,9,71,94,37,57,Pass
39174,6,81,66,89,98,Pass
39175,9,58,73,62,61,Fail
39176,7,72,81,69,98,Pass
39177,4,79,54,78,76,Pass
39178,6,66,44,57,81,Pass
39179,7,90,74,77,71,Pass
39180,9,78,54,73,31,Fail
39181,2,62,78,75,65,Pass
39182,2,95,42,80,48,Fail
39183,3,92,71,47,30,Fail
39184,4,68,73,69,33,Fail
39185,9,74,70,54,63,Pass
39186,8,71,98,65,78,Pass
39187,5,50,65,59,86,Fail
39188,3,85,70,42,88,Pass
39189,3,72,59,98,79,Pass
39190,7,61,80,38,39,Fail
39191,6,69,57,94,44,Fail
39192,4,70,31,32,70,Pass
39193,6,51,57,62,63,Fail
39194,4,93,61,75,47,Fail
39195,3,41,62,31,95,Fail
39196,3,59,80,41,97,Fail
39197,8,88,91,75,73,Pass
39198,8,49,46,40,92,Fail
39199,6,56,92,75,50,Fail
39200,6,94,86,62,41,Fail
39201,7,80,50,39,79,Pass
39202,6,45,71,85,89,Fail
39203,3,51,73,87,66,Fail
39204,7,62,53,82,65,Pass
39205,6,75,64,85,67,Pass
39206,6,71,76,32,36,Fail
39207,8,40,46,69,71,Fail
39208,1,83,54,47,96,Pass
39209,6,80,76,45,71,Pass
39210,8,54,45,67,66,Fail
39211,6,66,73,69,76,Pass
39212,9,83,39,44,69,Pass
39213,9,80,90,33,59,Pass
39214,6,48,58,34,86,Fail
39215,3,91,68,44,92,Pass
39216,8,79,57,79,69,Pass
39217,2,74,48,35,37,Fail
39218,2,65,33,90,43,Fail
39219,5,46,49,61,48,Fail
39220,7,57,38,54,99,Fail
39221,6,44,64,69,49,Fail
39222,7,89,56,82,42,Fail
39223,2,56,80,34,56,Fail
39224,8,89,75,51,93,Pass
39225,2,43,46,83,66,Fail
39226,7,81,65,74,65,Pass
39227,9,98,36,30,92,Pass
39228,9,49,73,48,56,Fail
39229,5,97,94,94,63,Pass
39230,7,80,89,30,50,Pass
39231,8,46,40,98,92,Fail
39232,7,82,68,68,76,Pass
39233,7,86,75,98,90,Pass
39234,4,93,56,72,36,Fail
39235,5,67,34,87,78,Pass
39236,1,43,78,69,36,Fail
39237,9,68,82,85,86,Pass
39238,2,60,45,62,94,Pass
39239,9,97,58,63,68,Pass
39240,3,75,52,32,95,Pass
39241,5,61,81,78,71,Pass
39242,8,87,75,51,92,Pass
39243,2,65,31,57,95,Pass
39244,4,73,41,88,58,Pass
39245,7,52,87,67,47,Fail
39246,3,93,63,48,49,Fail
39247,4,40,98,53,63,Fail
39248,7,82,89,47,45,Fail
39249,6,97,71,68,92,Pass
39250,9,59,59,40,78,Fail
39251,7,57,56,72,54,Fail
39252,2,67,51,56,66,Pass
39253,9,61,69,71,59,Pass
39254,2,56,67,98,55,Fail
39255,5,46,30,78,80,Fail
39256,8,43,65,48,30,Fail
39257,8,62,72,80,80,Pass
39258,5,87,59,59,80,Pass
39259,1,63,33,45,76,Pass
39260,9,62,50,67,95,Pass
39261,4,57,35,44,78,Fail
